Area,Element,Item,Year,Value
Italy,Area harvested,Sugar beet,2017,37972.0
Italy,Area harvested,Sugar beet,2018,34410.0
Italy,Area harvested,Sugar beet,2019,29970.0
Italy,Area harvested,Sugar beet,2020,27270.0
Italy,Area harvested,Sugar beet,2021,27910.0
Italy,Area harvested,Sugar beet,2022,25790.0
Italy,Area harvested,Sugar beet,2023,23490.0
Italy,Area harvested,Sugar beet,2024,29230.0
Italy,Production,Sugar beet,1995,13188320.0
Italy,Production,Sugar beet,1996,12114200.0
Italy,Production,Sugar beet,1997,13802671.0
Italy,Production,Sugar beet,1998,13381800.0
Italy,Production,Sugar beet,1999,14505400.0
Italy,Production,Sugar beet,2000,12370000.0
Italy,Production,Sugar beet,2001,9916000.0
Italy,Production,Sugar beet,2002,12726038.0
Italy,Production,Sugar beet,2003,7136499.0
Italy,Production,Sugar beet,2004,8473024.0
Italy,Production,Sugar beet,2005,14155683.0
Italy,Production,Sugar beet,2006,4769614.0
Italy,Production,Sugar beet,2007,4670302.0
Italy,Production,Sugar beet,2008,3520855.0
Italy,Production,Sugar beet,2009,3307681.0
Italy,Production,Sugar beet,2010,3550100.0
Italy,Production,Sugar beet,2011,3547946.5
Italy,Production,Sugar beet,2012,2492465.6
Italy,Production,Sugar beet,2013,2159381.0
Italy,Production,Sugar beet,2014,3784434.7
Italy,Production,Sugar beet,2015,2183878.1
Italy,Production,Sugar beet,2016,2046297.0
Italy,Production,Sugar beet,2017,2453568.0
Italy,Production,Sugar beet,2018,1941480.0
Italy,Production,Sugar beet,2019,1779130.0
Italy,Production,Sugar beet,2020,1831090.0
Italy,Production,Sugar beet,2021,1510710.0
Italy,Production,Sugar beet,2022,1110280.0
Italy,Production,Sugar beet,2023,1398540.0
Italy,Production,Sugar beet,2024,1534440.0
Italy,Area harvested,Wheat,1995,2482120.0
Italy,Area harvested,Wheat,1996,2407992.0
Italy,Area harvested,Wheat,1997,2366121.0
Italy,Area harvested,Wheat,1998,2327950.0
Italy,Area harvested,Wheat,1999,2387266.0
Italy,Area harvested,Wheat,2000,2322840.0
Italy,Area harvested,Wheat,2001,2289372.0
Italy,Area harvested,Wheat,2002,2415535.0
Italy,Area harvested,Wheat,2003,2266760.0
Italy,Area harvested,Wheat,2004,2353972.0
Italy,Area harvested,Wheat,2005,2122896.0
Italy,Area harvested,Wheat,2006,1925651.0
Italy,Area harvested,Wheat,2007,2100437.0
Italy,Area harvested,Wheat,2008,2288849.0
Italy,Area harvested,Wheat,2009,1822355.0
Italy,Area harvested,Wheat,2010,1830475.0
Italy,Area harvested,Wheat,2011,1732580.0
Italy,Area harvested,Wheat,2012,1853637.0
Italy,Area harvested,Wheat,2013,1902157.0
Italy,Area harvested,Wheat,2014,1874179.0
Italy,Area harvested,Wheat,2015,1882516.0
Italy,Area harvested,Wheat,2016,1912418.0
Italy,Area harvested,Wheat,2017,1806572.0
Italy,Area harvested,Wheat,2018,1821730.0
Italy,Area harvested,Wheat,2019,1754640.0
Italy,Area harvested,Wheat,2020,1711220.0
Italy,Area harvested,Wheat,2021,1726610.0
Italy,Area harvested,Wheat,2022,1776730.0
Italy,Area harvested,Wheat,2023,1867560.0
Italy,Area harvested,Wheat,2024,1697750.0
Italy,Production,Wheat,1995,7946080.0
Italy,Production,Wheat,1996,7987241.0
Italy,Production,Wheat,1997,6758351.0
Italy,Production,Wheat,1998,8338301.0
Italy,Production,Wheat,1999,7742800.0
Italy,Production,Wheat,2000,7463968.0
Italy,Production,Wheat,2001,6413300.0
Italy,Production,Wheat,2002,7547763.0
Italy,Production,Wheat,2003,6229453.0
Italy,Production,Wheat,2004,8638721.0
Italy,Production,Wheat,2005,7717129.0
Italy,Production,Wheat,2006,7181720.0
Italy,Production,Wheat,2007,7170181.0
Italy,Production,Wheat,2008,8855440.0
Italy,Production,Wheat,2009,6534746.0
Italy,Production,Wheat,2010,6849858.0
Italy,Production,Wheat,2011,6641806.5
Italy,Production,Wheat,2012,7654248.3
Italy,Production,Wheat,2013,7312024.7
Italy,Production,Wheat,2014,7141926.4
Italy,Production,Wheat,2015,7394494.7
Italy,Production,Wheat,2016,8037872.1
Italy,Production,Wheat,2017,6966465.0
Italy,Production,Wheat,2018,7104650.0
Italy,Production,Wheat,2019,6739470.0
Italy,Production,Wheat,2020,6716180.0
Italy,Production,Wheat,2021,7294570.0
Italy,Production,Wheat,2022,6609520.0
Italy,Production,Wheat,2023,6894470.0
Italy,Production,Wheat,2024,6213210.0
Netherlands,Area harvested,Grapes,1995,33.0
Netherlands,Area harvested,Grapes,1996,33.0
Netherlands,Area harvested,Grapes,1997,11.0
Netherlands,Area harvested,Grapes,1998,11.0
Netherlands,Area harvested,Grapes,1999,11.0
Netherlands,Area harvested,Grapes,2000,11.0
Netherlands,Area harvested,Grapes,2001,11.0
Netherlands,Area harvested,Grapes,2002,11.0
Netherlands,Area harvested,Grapes,2003,22.0
Netherlands,Area harvested,Grapes,2004,55.0
Netherlands,Area harvested,Grapes,2005,90.0
Netherlands,Area harvested,Grapes,2006,100.0
Netherlands,Area harvested,Grapes,2007,160.0
Netherlands,Area harvested,Grapes,2008,180.0
Netherlands,Area harvested,Grapes,2009,190.0
Netherlands,Area harvested,Grapes,2010,200.0
Netherlands,Area harvested,Grapes,2011,134.0
Netherlands,Area harvested,Grapes,2012,123.0
Netherlands,Area harvested,Grapes,2013,106.0
Netherlands,Area harvested,Grapes,2014,55.0
Netherlands,Area harvested,Grapes,2015,54.0
Netherlands,Area harvested,Grapes,2016,63.0
Netherlands,Area harvested,Grapes,2017,71.0
Netherlands,Area harvested,Grapes,2018,170.0
Netherlands,Area harvested,Grapes,2019,160.0
Netherlands,Area harvested,Grapes,2020,170.0
Netherlands,Area harvested,Grapes,2021,190.0
Netherlands,Area harvested,Grapes,2022,210.0
Netherlands,Area harvested,Grapes,2023,250.0
Netherlands,Area harvested,Grapes,2024,230.0
Netherlands,Production,Grapes,1995,300.0
Netherlands,Production,Grapes,1996,300.0
Netherlands,Production,Grapes,1997,100.0
Netherlands,Production,Grapes,1998,100.0
Netherlands,Production,Grapes,1999,100.0
Netherlands,Production,Grapes,2000,100.0
Netherlands,Production,Grapes,2001,100.0
Netherlands,Production,Grapes,2002,100.0
Netherlands,Production,Grapes,2003,200.0
Netherlands,Production,Grapes,2004,470.0
Netherlands,Production,Grapes,2005,680.0
Netherlands,Production,Grapes,2006,730.0
Netherlands,Production,Grapes,2007,860.0
Netherlands,Production,Grapes,2008,875.0
Netherlands,Production,Grapes,2009,880.0
Netherlands,Production,Grapes,2010,804.58
Netherlands,Production,Grapes,2011,751.24
Netherlands,Production,Grapes,2012,689.15
Netherlands,Production,Grapes,2013,593.28
Netherlands,Production,Grapes,2014,305.88
Netherlands,Production,Grapes,2015,300.0
Netherlands,Production,Grapes,2016,350.0
Netherlands,Production,Grapes,2017,400.0
Netherlands,Production,Grapes,2018,1700.0
Netherlands,Production,Grapes,2019,1600.0
Netherlands,Production,Grapes,2020,1700.0
Netherlands,Production,Grapes,2021,1930.0
Netherlands,Production,Grapes,2022,2100.0
Netherlands,Production,Grapes,2023,2460.0
Netherlands,Production,Grapes,2024,2330.0
Netherlands,Area harvested,Maize (corn),1995,9000.0
Netherlands,Area harvested,Maize (corn),1996,10900.0
Netherlands,Area harvested,Maize (corn),1997,12700.0
Netherlands,Area harvested,Maize (corn),1998,13700.0
Netherlands,Area harvested,Maize (corn),1999,16000.0
Netherlands,Area harvested,Maize (corn),2000,20300.0
Netherlands,Area harvested,Maize (corn),2001,27200.0
Netherlands,Area harvested,Maize (corn),2002,23700.0
Netherlands,Area harvested,Maize (corn),2003,24547.0
Netherlands,Area harvested,Maize (corn),2004,22400.0
Netherlands,Area harvested,Maize (corn),2005,20748.0
Netherlands,Area harvested,Maize (corn),2006,19797.0
Netherlands,Area harvested,Maize (corn),2007,19300.0
Netherlands,Area harvested,Maize (corn),2008,22100.0
Netherlands,Area harvested,Maize (corn),2009,18846.0
Netherlands,Area harvested,Maize (corn),2010,16733.0
Netherlands,Area harvested,Maize (corn),2011,16570.0
Netherlands,Area harvested,Maize (corn),2012,15505.0
Netherlands,Area harvested,Maize (corn),2013,15512.0
Netherlands,Area harvested,Maize (corn),2014,12594.0
Netherlands,Area harvested,Maize (corn),2015,11188.0
Netherlands,Area harvested,Maize (corn),2016,8424.0
Netherlands,Area harvested,Maize (corn),2017,8671.0
Netherlands,Area harvested,Maize (corn),2018,13760.0
Netherlands,Area harvested,Maize (corn),2019,19010.0
Netherlands,Area harvested,Maize (corn),2020,19420.0
Netherlands,Area harvested,Maize (corn),2021,17200.0
Netherlands,Area harvested,Maize (corn),2022,20100.0
Netherlands,Area harvested,Maize (corn),2023,14800.0
Netherlands,Area harvested,Maize (corn),2024,14520.0
Netherlands,Production,Maize (corn),1995,63400.0
Netherlands,Production,Maize (corn),1996,87200.0
Netherlands,Production,Maize (corn),1997,64000.0
Netherlands,Production,Maize (corn),1998,150700.0
Netherlands,Production,Maize (corn),1999,112300.0
Netherlands,Production,Maize (corn),2000,223300.0
Netherlands,Production,Maize (corn),2001,242000.0
Netherlands,Production,Maize (corn),2002,230000.0
Netherlands,Production,Maize (corn),2003,206000.0
Netherlands,Production,Maize (corn),2004,190000.0
Netherlands,Production,Maize (corn),2005,183000.0
Netherlands,Production,Maize (corn),2006,181200.0
Netherlands,Production,Maize (corn),2007,230600.0
Netherlands,Production,Maize (corn),2008,252300.0
Netherlands,Production,Maize (corn),2009,244911.0
Netherlands,Production,Maize (corn),2010,196903.0
Netherlands,Production,Maize (corn),2011,204400.0
Netherlands,Production,Maize (corn),2012,191363.0
Netherlands,Production,Maize (corn),2013,185284.0
Netherlands,Production,Maize (corn),2014,173066.0
Netherlands,Production,Maize (corn),2015,121114.0
Netherlands,Production,Maize (corn),2016,84641.0
Netherlands,Production,Maize (corn),2017,116711.0
Netherlands,Production,Maize (corn),2018,89280.0
Netherlands,Production,Maize (corn),2019,148300.0
Netherlands,Production,Maize (corn),2020,165790.0
Netherlands,Production,Maize (corn),2021,171420.0
Netherlands,Production,Maize (corn),2022,176900.0
Netherlands,Production,Maize (corn),2023,151930.0
Netherlands,Production,Maize (corn),2024,122710.0
Netherlands,Area harvested,Sugar beet,1995,116100.0
Netherlands,Area harvested,Sugar beet,1996,117000.0
Netherlands,Area harvested,Sugar beet,1997,114100.0
Netherlands,Area harvested,Sugar beet,1998,109689.0
Netherlands,Area harvested,Sugar beet,1999,119700.0
Netherlands,Area harvested,Sugar beet,2000,111000.0
Netherlands,Area harvested,Sugar beet,2001,109100.0
Netherlands,Area harvested,Sugar beet,2002,108900.0
Netherlands,Area harvested,Sugar beet,2003,102787.0
Netherlands,Area harvested,Sugar beet,2004,97700.0
Netherlands,Area harvested,Sugar beet,2005,91300.0
Netherlands,Area harvested,Sugar beet,2006,82781.0
Netherlands,Area harvested,Sugar beet,2007,82100.0
Netherlands,Area harvested,Sugar beet,2008,72200.0
Netherlands,Area harvested,Sugar beet,2009,72702.0
Netherlands,Area harvested,Sugar beet,2010,70560.0
Netherlands,Area harvested,Sugar beet,2011,73329.0
Netherlands,Area harvested,Sugar beet,2012,72000.0
Netherlands,Area harvested,Sugar beet,2013,73194.0
Netherlands,Area harvested,Sugar beet,2014,75094.0
Netherlands,Area harvested,Sugar beet,2015,58433.0
Netherlands,Area harvested,Sugar beet,2016,70722.0
Netherlands,Area harvested,Sugar beet,2017,85352.0
Netherlands,Area harvested,Sugar beet,2018,85200.0
Netherlands,Area harvested,Sugar beet,2019,79180.0
Netherlands,Area harvested,Sugar beet,2020,81460.0
Netherlands,Area harvested,Sugar beet,2021,80690.0
Netherlands,Area harvested,Sugar beet,2022,81800.0
Netherlands,Area harvested,Sugar beet,2023,80440.0
Netherlands,Area harvested,Sugar beet,2024,84480.0
Netherlands,Production,Sugar beet,1995,6449400.0
Netherlands,Production,Sugar beet,1996,6415700.0
Netherlands,Production,Sugar beet,1997,6606000.0
Netherlands,Production,Sugar beet,1998,5504500.0
Netherlands,Production,Sugar beet,1999,7396000.0
Netherlands,Production,Sugar beet,2000,6798000.0
Netherlands,Production,Sugar beet,2001,5996000.0
Netherlands,Production,Sugar beet,2002,6250195.0
Netherlands,Production,Sugar beet,2003,6209800.0
Netherlands,Production,Sugar beet,2004,6292200.0
Netherlands,Production,Sugar beet,2005,5931000.0
Netherlands,Production,Sugar beet,2006,5414100.0
Netherlands,Production,Sugar beet,2007,5511500.0
Netherlands,Production,Sugar beet,2008,5218500.0
Netherlands,Production,Sugar beet,2009,5734969.0
Netherlands,Production,Sugar beet,2010,5280433.0
Netherlands,Production,Sugar beet,2011,5857980.0
Netherlands,Production,Sugar beet,2012,5728000.0
Netherlands,Production,Sugar beet,2013,5727418.0
Netherlands,Production,Sugar beet,2014,6821774.0
Netherlands,Production,Sugar beet,2015,4868255.0
Netherlands,Production,Sugar beet,2016,5502200.0
Netherlands,Production,Sugar beet,2017,7959266.0
Netherlands,Production,Sugar beet,2018,6506310.0
Netherlands,Production,Sugar beet,2019,6644710.0
Netherlands,Production,Sugar beet,2020,6691360.0
Netherlands,Production,Sugar beet,2021,6555960.0
Netherlands,Production,Sugar beet,2022,7256600.0
Netherlands,Production,Sugar beet,2023,6942510.0
Netherlands,Production,Sugar beet,2024,6353710.0
Netherlands,Area harvested,Wheat,1995,135400.0
Netherlands,Area harvested,Wheat,1996,141600.0
Netherlands,Area harvested,Wheat,1997,137500.0
Netherlands,Area harvested,Wheat,1998,139300.0
Netherlands,Area harvested,Wheat,1999,102195.0
Netherlands,Area harvested,Wheat,2000,136700.0
Netherlands,Area harvested,Wheat,2001,124700.0
Netherlands,Area harvested,Wheat,2002,135215.0
Netherlands,Area harvested,Wheat,2003,129245.0
Netherlands,Area harvested,Wheat,2004,137287.0
Netherlands,Area harvested,Wheat,2005,136700.0
Netherlands,Area harvested,Wheat,2006,141100.0
Netherlands,Area harvested,Wheat,2007,140000.0
Netherlands,Area harvested,Wheat,2008,156500.0
Netherlands,Area harvested,Wheat,2009,150888.0
Netherlands,Area harvested,Wheat,2010,153723.0
Netherlands,Area harvested,Wheat,2011,151041.0
Netherlands,Area harvested,Wheat,2012,151625.0
Netherlands,Area harvested,Wheat,2013,152737.0
Netherlands,Area harvested,Wheat,2014,142212.0
Netherlands,Area harvested,Wheat,2015,142468.0
Netherlands,Area harvested,Wheat,2016,127328.0
Netherlands,Area harvested,Wheat,2017,115923.0
Netherlands,Area harvested,Wheat,2018,111660.0
Netherlands,Area harvested,Wheat,2019,120550.0
Netherlands,Area harvested,Wheat,2020,108910.0
Netherlands,Area harvested,Wheat,2021,118140.0
Netherlands,Area harvested,Wheat,2022,123800.0
Netherlands,Area harvested,Wheat,2023,129540.0
Netherlands,Area harvested,Wheat,2024,95850.0
Netherlands,Production,Wheat,1995,1167000.0
Netherlands,Production,Wheat,1996,1268900.0
Netherlands,Production,Wheat,1997,1063000.0
Netherlands,Production,Wheat,1998,1072000.0
Netherlands,Production,Wheat,1999,851400.0
Netherlands,Production,Wheat,2000,1142700.0
Netherlands,Production,Wheat,2001,990700.0
Netherlands,Production,Wheat,2002,1056640.0
Netherlands,Production,Wheat,2003,1130100.0
Netherlands,Production,Wheat,2004,1223900.0
Netherlands,Production,Wheat,2005,1174686.0
Netherlands,Production,Wheat,2006,1184400.0
Netherlands,Production,Wheat,2007,1018000.0
Netherlands,Production,Wheat,2008,1366162.0
Netherlands,Production,Wheat,2009,1402040.0
Netherlands,Production,Wheat,2010,1369553.0
Netherlands,Production,Wheat,2011,1175275.0
Netherlands,Production,Wheat,2012,1302002.0
Netherlands,Production,Wheat,2013,1335105.0
Netherlands,Production,Wheat,2014,1304054.0
Netherlands,Production,Wheat,2015,1300085.0
Netherlands,Production,Wheat,2016,1016479.0
Netherlands,Production,Wheat,2017,1054151.0
Netherlands,Production,Wheat,2018,961920.0
Netherlands,Production,Wheat,2019,1130530.0
Netherlands,Production,Wheat,2020,931830.0
Netherlands,Production,Wheat,2021,947250.0
Netherlands,Production,Wheat,2022,1162860.0
Netherlands,Production,Wheat,2023,1096820.0
Netherlands,Production,Wheat,2024,668170.0
Portugal,Area harvested,Grapes,1995,241964.0
Portugal,Area harvested,Grapes,1996,236654.0
Portugal,Area harvested,Grapes,1997,232226.0
Portugal,Area harvested,Grapes,1998,226497.0
Portugal,Area harvested,Grapes,1999,219442.0
Portugal,Area harvested,Grapes,2000,217899.0
Portugal,Area harvested,Grapes,2001,217691.0
Portugal,Area harvested,Grapes,2002,216642.0
Portugal,Area harvested,Grapes,2003,213385.0
Portugal,Area harvested,Grapes,2004,208956.0
Portugal,Area harvested,Grapes,2005,204494.0
Portugal,Area harvested,Grapes,2006,199313.0
Portugal,Area harvested,Grapes,2007,193988.0
Portugal,Area harvested,Grapes,2008,187800.0
Portugal,Area harvested,Grapes,2009,181197.0
Portugal,Area harvested,Grapes,2010,180079.0
Portugal,Area harvested,Grapes,2011,179472.0
Portugal,Area harvested,Grapes,2012,179469.0
Portugal,Area harvested,Grapes,2013,179505.0
Portugal,Area harvested,Grapes,2014,178986.0
Portugal,Area harvested,Grapes,2015,178957.0
Portugal,Area harvested,Grapes,2016,174976.0
Portugal,Area harvested,Grapes,2017,178884.0
Portugal,Area harvested,Grapes,2018,178780.0
Portugal,Area harvested,Grapes,2019,175650.0
Portugal,Area harvested,Grapes,2020,175670.0
Portugal,Area harvested,Grapes,2021,175620.0
Portugal,Area harvested,Grapes,2022,175790.0
Portugal,Area harvested,Grapes,2023,175810.0
Portugal,Area harvested,Grapes,2024,173210.0
Portugal,Production,Grapes,1995,997789.0
Portugal,Production,Grapes,1996,1319862.0
Portugal,Production,Grapes,1997,849962.0
Portugal,Production,Grapes,1998,517165.0
Portugal,Production,Grapes,1999,1069402.0
Portugal,Production,Grapes,2000,913587.0
Portugal,Production,Grapes,2001,1051898.0
Portugal,Production,Grapes,2002,910383.0
Portugal,Production,Grapes,2003,994287.0
Portugal,Production,Grapes,2004,1006998.0
Portugal,Production,Grapes,2005,973117.0
Portugal,Production,Grapes,2006,1008364.0
Portugal,Production,Grapes,2007,806486.0
Portugal,Production,Grapes,2008,750924.0
Portugal,Production,Grapes,2009,784668.0
Portugal,Production,Grapes,2010,947299.0
Portugal,Production,Grapes,2011,746512.0
Portugal,Production,Grapes,2012,841619.0
Portugal,Production,Grapes,2013,827745.0
Portugal,Production,Grapes,2014,818512.0
Portugal,Production,Grapes,2015,934633.0
Portugal,Production,Grapes,2016,773904.0
Portugal,Production,Grapes,2017,868635.0
Portugal,Production,Grapes,2018,802080.0
Portugal,Production,Grapes,2019,864850.0
Portugal,Production,Grapes,2020,853380.0
Portugal,Production,Grapes,2021,977670.0
Portugal,Production,Grapes,2022,903510.0
Portugal,Production,Grapes,2023,999740.0
Portugal,Production,Grapes,2024,917890.0
Portugal,Area harvested,Maize (corn),1995,163816.0
Portugal,Area harvested,Maize (corn),1996,168774.0
Portugal,Area harvested,Maize (corn),1997,174101.0
Portugal,Area harvested,Maize (corn),1998,182654.0
Portugal,Area harvested,Maize (corn),1999,163622.0
Portugal,Area harvested,Maize (corn),2000,152504.0
Portugal,Area harvested,Maize (corn),2001,154786.0
Portugal,Area harvested,Maize (corn),2002,140124.0
Portugal,Area harvested,Maize (corn),2003,141440.0
Portugal,Area harvested,Maize (corn),2004,137349.0
Portugal,Area harvested,Maize (corn),2005,109906.0
Portugal,Area harvested,Maize (corn),2006,102603.0
Portugal,Area harvested,Maize (corn),2007,105615.0
Portugal,Area harvested,Maize (corn),2008,110877.0
Portugal,Area harvested,Maize (corn),2009,94727.0
Portugal,Area harvested,Maize (corn),2010,90371.0
Portugal,Area harvested,Maize (corn),2011,99983.0
Portugal,Area harvested,Maize (corn),2012,102197.0
Portugal,Area harvested,Maize (corn),2013,111792.0
Portugal,Area harvested,Maize (corn),2014,107642.0
Portugal,Area harvested,Maize (corn),2015,97911.0
Portugal,Area harvested,Maize (corn),2016,88614.0
Portugal,Area harvested,Maize (corn),2017,86520.0
Portugal,Area harvested,Maize (corn),2018,83360.0
Portugal,Area harvested,Maize (corn),2019,77020.0
Portugal,Area harvested,Maize (corn),2020,72990.0
Portugal,Area harvested,Maize (corn),2021,74470.0
Portugal,Area harvested,Maize (corn),2022,74640.0
Portugal,Area harvested,Maize (corn),2023,75390.0
Portugal,Area harvested,Maize (corn),2024,65160.0
Portugal,Production,Maize (corn),1995,714627.0
Portugal,Production,Maize (corn),1996,789290.0
Portugal,Production,Maize (corn),1997,863410.0
Portugal,Production,Maize (corn),1998,980922.0
Portugal,Production,Maize (corn),1999,934104.0
Portugal,Production,Maize (corn),2000,881589.0
Portugal,Production,Maize (corn),2001,912143.0
Portugal,Production,Maize (corn),2002,802707.0
Portugal,Production,Maize (corn),2003,803897.0
Portugal,Production,Maize (corn),2004,794819.0
Portugal,Production,Maize (corn),2005,514415.0
Portugal,Production,Maize (corn),2006,542620.0
Portugal,Production,Maize (corn),2007,616917.0
Portugal,Production,Maize (corn),2008,701606.0
Portugal,Production,Maize (corn),2009,634069.0
Portugal,Production,Maize (corn),2010,626222.0
Portugal,Production,Maize (corn),2011,810267.0
Portugal,Production,Maize (corn),2012,848666.0
Portugal,Production,Maize (corn),2013,929538.0
Portugal,Production,Maize (corn),2014,896995.0
Portugal,Production,Maize (corn),2015,827544.0
Portugal,Production,Maize (corn),2016,710634.0
Portugal,Production,Maize (corn),2017,745123.0
Portugal,Production,Maize (corn),2018,713860.0
Portugal,Production,Maize (corn),2019,755130.0
Portugal,Production,Maize (corn),2020,682090.0
Portugal,Production,Maize (corn),2021,752490.0
Portugal,Production,Maize (corn),2022,717990.0
Portugal,Production,Maize (corn),2023,767210.0
Portugal,Production,Maize (corn),2024,617530.0
Portugal,Area harvested,Sugar beet,1995,1313.0
Portugal,Area harvested,Sugar beet,1996,737.0
Portugal,Area harvested,Sugar beet,1997,3502.0
Portugal,Area harvested,Sugar beet,1998,3486.0
Portugal,Area harvested,Sugar beet,1999,8248.0
Portugal,Area harvested,Sugar beet,2000,7892.0
Portugal,Area harvested,Sugar beet,2001,5373.0
Portugal,Area harvested,Sugar beet,2002,9040.0
Portugal,Area harvested,Sugar beet,2003,7493.0
Portugal,Area harvested,Sugar beet,2004,8358.0
Portugal,Area harvested,Sugar beet,2005,8623.0
Portugal,Area harvested,Sugar beet,2006,4275.0
Portugal,Area harvested,Sugar beet,2007,2910.0
Portugal,Area harvested,Sugar beet,2008,1586.0
Portugal,Area harvested,Sugar beet,2009,135.0
Portugal,Area harvested,Sugar beet,2010,162.0
Portugal,Area harvested,Sugar beet,2011,321.0
Portugal,Area harvested,Sugar beet,2012,371.0
Portugal,Area harvested,Sugar beet,2013,382.0
Portugal,Area harvested,Sugar beet,2014,354.0
Portugal,Area harvested,Sugar beet,2015,100.0
Portugal,Area harvested,Sugar beet,2016,265.0
Portugal,Area harvested,Sugar beet,2017,282.0
Portugal,Area harvested,Sugar beet,2018,0.0
Portugal,Area harvested,Sugar beet,2019,0.0
Portugal,Area harvested,Sugar beet,2020,0.0
Portugal,Area harvested,Sugar beet,2021,0.0
Portugal,Area harvested,Sugar beet,2022,0.0
Portugal,Area harvested,Sugar beet,2023,0.0
Portugal,Area harvested,Sugar beet,2024,0.0
Portugal,Production,Sugar beet,1995,56991.0
Portugal,Production,Sugar beet,1996,32400.0
Portugal,Production,Sugar beet,1997,149514.0
Portugal,Production,Sugar beet,1998,187648.0
Portugal,Production,Sugar beet,1999,505323.0
Portugal,Production,Sugar beet,2000,461735.0
Portugal,Production,Sugar beet,2001,280888.0
Portugal,Production,Sugar beet,2002,643859.0
Portugal,Production,Sugar beet,2003,484149.0
Portugal,Production,Sugar beet,2004,626562.0
Portugal,Production,Sugar beet,2005,604879.0
Portugal,Production,Sugar beet,2006,320039.0
Portugal,Production,Sugar beet,2007,251573.0
Portugal,Production,Sugar beet,2008,137001.0
Portugal,Production,Sugar beet,2009,6612.0
Portugal,Production,Sugar beet,2010,4163.0
Portugal,Production,Sugar beet,2011,7955.0
Portugal,Production,Sugar beet,2012,18894.0
Portugal,Production,Sugar beet,2013,9891.0
Portugal,Production,Sugar beet,2014,13320.0
Portugal,Production,Sugar beet,2015,5761.0
Portugal,Production,Sugar beet,2016,9657.33
Portugal,Production,Sugar beet,2017,10098.92
Portugal,Production,Sugar beet,2018,0.0
Portugal,Production,Sugar beet,2019,0.0
Portugal,Production,Sugar beet,2020,0.0
Portugal,Production,Sugar beet,2021,0.0
Portugal,Production,Sugar beet,2022,0.0
Portugal,Production,Sugar beet,2023,0.0
Portugal,Production,Sugar beet,2024,0.0
Portugal,Area harvested,Wheat,1995,259402.0
Portugal,Area harvested,Wheat,1996,236789.0
Portugal,Area harvested,Wheat,1997,276593.0
Portugal,Area harvested,Wheat,1998,148687.0
Portugal,Area harvested,Wheat,1999,220281.0
Portugal,Area harvested,Wheat,2000,226250.0
Portugal,Area harvested,Wheat,2001,183488.0
Portugal,Area harvested,Wheat,2002,230686.0
Portugal,Area harvested,Wheat,2003,174307.0
Portugal,Area harvested,Wheat,2004,187432.0
Portugal,Area harvested,Wheat,2005,122708.0
Portugal,Area harvested,Wheat,2006,104660.0
Portugal,Area harvested,Wheat,2007,54889.0
Portugal,Area harvested,Wheat,2008,88279.0
Portugal,Area harvested,Wheat,2009,72991.0
Portugal,Area harvested,Wheat,2010,57727.0
Portugal,Area harvested,Wheat,2011,42496.0
Portugal,Area harvested,Wheat,2012,54793.0
Portugal,Area harvested,Wheat,2013,52176.0
Portugal,Area harvested,Wheat,2014,47826.0
Portugal,Area harvested,Wheat,2015,39736.0
Portugal,Area harvested,Wheat,2016,38199.0
Portugal,Area harvested,Wheat,2017,29019.0
Portugal,Area harvested,Wheat,2018,27030.0
Portugal,Area harvested,Wheat,2019,28530.0
Portugal,Area harvested,Wheat,2020,30140.0
Portugal,Area harvested,Wheat,2021,28660.0
Portugal,Area harvested,Wheat,2022,31050.0
Portugal,Area harvested,Wheat,2023,24740.0
Portugal,Area harvested,Wheat,2024,24110.0
Portugal,Production,Wheat,1995,359849.0
Portugal,Production,Wheat,1996,405826.0
Portugal,Production,Wheat,1997,329271.0
Portugal,Production,Wheat,1998,150938.0
Portugal,Production,Wheat,1999,352148.0
Portugal,Production,Wheat,2000,354710.0
Portugal,Production,Wheat,2001,153604.0
Portugal,Production,Wheat,2002,413031.0
Portugal,Production,Wheat,2003,149569.0
Portugal,Production,Wheat,2004,292866.0
Portugal,Production,Wheat,2005,81530.0
Portugal,Production,Wheat,2006,249580.0
Portugal,Production,Wheat,2007,102258.0
Portugal,Production,Wheat,2008,203289.0
Portugal,Production,Wheat,2009,124146.0
Portugal,Production,Wheat,2010,82577.0
Portugal,Production,Wheat,2011,51003.0
Portugal,Production,Wheat,2012,58990.0
Portugal,Production,Wheat,2013,92014.0
Portugal,Production,Wheat,2014,98794.0
Portugal,Production,Wheat,2015,80393.0
Portugal,Production,Wheat,2016,90017.0
Portugal,Production,Wheat,2017,59610.0
Portugal,Production,Wheat,2018,70110.0
Portugal,Production,Wheat,2019,77070.0
Portugal,Production,Wheat,2020,83500.0
Portugal,Production,Wheat,2021,69440.0
Portugal,Production,Wheat,2022,61920.0
Portugal,Production,Wheat,2023,34670.0
Portugal,Production,Wheat,2024,81350.0
Spain,Area harvested,Grapes,1995,1160100.0
Spain,Area harvested,Grapes,1996,1122400.0
Spain,Area harvested,Grapes,1997,1126989.0
Spain,Area harvested,Grapes,1998,1117900.0
Spain,Area harvested,Grapes,1999,1115282.0
Spain,Area harvested,Grapes,2000,1167703.0
Spain,Area harvested,Grapes,2001,1134892.0
Spain,Area harvested,Grapes,2002,1186107.0
Spain,Area harvested,Grapes,2003,1172797.0
Spain,Area harvested,Grapes,2004,1170625.0
